start_neighborhood,trip_duration
Murray Hill-Kips Bay,357.0
Downtown Brooklyn-DUMBO-Boerum Hill,1209.0
Midtown South-Flatiron-Union Square,827.0
Downtown Brooklyn-DUMBO-Boerum Hill,769.0
West Village,881.0
Murray Hill-Kips Bay,502.0
Bedford-Stuyvesant (West),716.0
Tribeca-Civic Center,1013.0
Murray Hill-Kips Bay,392.0
East Midtown-Turtle Bay,877.0
West Village,407.0
Tribeca-Civic Center,1307.0
Tribeca-Civic Center,1008.0
Brooklyn Heights,424.0
Gramercy,707.0
Murray Hill-Kips Bay,1078.0
Upper West Side-Lincoln Square,379.0
Murray Hill-Kips Bay,459.0
Greenwich Village,789.0
Financial District-Battery Park City,976.0
Stuyvesant Town-Peter Cooper Village,768.0
Midtown-Times Square,512.0
Midtown-Times Square,420.0
East Village,799.0
Lower East Side,566.0
Murray Hill-Kips Bay,695.0
Midtown-Times Square,300.0
Murray Hill-Kips Bay,390.0
Murray Hill-Kips Bay,935.0
Chelsea-Hudson Yards,570.0
Midtown-Times Square,1186.0
Murray Hill-Kips Bay,416.0
Murray Hill-Kips Bay,1616.0
Murray Hill-Kips Bay,1238.0
Tribeca-Civic Center,365.0
West Village,1732.0
Hell's Kitchen,517.0
Greenwich Village,342.0
Murray Hill-Kips Bay,633.0
East Village,661.0
Lower East Side,189.0
Financial District-Battery Park City,1573.0
Hell's Kitchen,360.0
Midtown-Times Square,590.0
Upper West Side-Lincoln Square,707.0
Financial District-Battery Park City,864.0
Downtown Brooklyn-DUMBO-Boerum Hill,497.0
Williamsburg,530.0
Chinatown-Two Bridges,1381.0
Tribeca-Civic Center,818.0
Lower East Side,890.0
Murray Hill-Kips Bay,404.0
Midtown-Times Square,711.0
Chelsea-Hudson Yards,516.0
East Village,353.0
East Village,437.0
Hell's Kitchen,1013.0
West Village,161.0
Murray Hill-Kips Bay,502.0
East Village,987.0
Gramercy,567.0
Midtown South-Flatiron-Union Square,407.0
Hell's Kitchen,572.0
Midtown South-Flatiron-Union Square,1220.0
Fort Greene,557.0
Downtown Brooklyn-DUMBO-Boerum Hill,405.0
SoHo-Little Italy-Hudson Square,466.0
Tribeca-Civic Center,574.0
Midtown-Times Square,1344.0
Tribeca-Civic Center,951.0
Hell's Kitchen,323.0
Upper West Side-Lincoln Square,1704.0
East Midtown-Turtle Bay,436.0
Murray Hill-Kips Bay,1116.0
Financial District-Battery Park City,872.0
Financial District-Battery Park City,1923.0
Midtown-Times Square,495.0
Tribeca-Civic Center,141.0
Chelsea-Hudson Yards,451.0
Brooklyn Heights,1381.0
East Midtown-Turtle Bay,650.0
Murray Hill-Kips Bay,1937.0
Williamsburg,1038.0
Murray Hill-Kips Bay,743.0
SoHo-Little Italy-Hudson Square,258.0
Murray Hill-Kips Bay,263.0
Hell's Kitchen,660.0
West Village,855.0
Hell's Kitchen,720.0
Chelsea-Hudson Yards,923.0
Tribeca-Civic Center,668.0
Midtown South-Flatiron-Union Square,651.0
Midtown-Times Square,1046.0
Midtown-Times Square,892.0
Tribeca-Civic Center,760.0
Tribeca-Civic Center,1987.0
Greenwich Village,209.0
Stuyvesant Town-Peter Cooper Village,1161.0
Midtown-Times Square,1800.0
Murray Hill-Kips Bay,668.0
Chelsea-Hudson Yards,156.0
Midtown-Times Square,491.0
Upper East Side-Lenox Hill-Roosevelt Island,1258.0
Gramercy,504.0
Lower East Side,2114.0
Brooklyn Heights,114.0
Chelsea-Hudson Yards,976.0
The Battery-Governors Island-Ellis Island-Liberty Island,1538.0
Clinton Hill,555.0
Chelsea-Hudson Yards,789.0
East Village,372.0
Gramercy,1969.0
Greenwich Village,965.0
Financial District-Battery Park City,280.0
East Village,1036.0
Hell's Kitchen,317.0
Downtown Brooklyn-DUMBO-Boerum Hill,852.0
Chelsea-Hudson Yards,1231.0
Financial District-Battery Park City,1410.0
Lower East Side,509.0
SoHo-Little Italy-Hudson Square,574.0
East Midtown-Turtle Bay,279.0
Greenwich Village,700.0
Chelsea-Hudson Yards,450.0
Midtown South-Flatiron-Union Square,1011.0
Downtown Brooklyn-DUMBO-Boerum Hill,375.0
East Midtown-Turtle Bay,528.0
Murray Hill-Kips Bay,871.0
East Village,133.0
Chelsea-Hudson Yards,782.0
Gramercy,1365.0
Lower East Side,1838.0
West Village,168.0
Brooklyn Heights,198.0
SoHo-Little Italy-Hudson Square,576.0
Midtown South-Flatiron-Union Square,977.0
Midtown-Times Square,575.0
Downtown Brooklyn-DUMBO-Boerum Hill,367.0
Williamsburg,86.0
Downtown Brooklyn-DUMBO-Boerum Hill,764.0
East Village,1435.0
Chelsea-Hudson Yards,1449.0
Financial District-Battery Park City,538.0
East Village,315.0
Central Park,765.0
Hell's Kitchen,833.0
Hell's Kitchen,1832.0
Murray Hill-Kips Bay,684.0
Tribeca-Civic Center,181.0
Financial District-Battery Park City,2111.0
Gramercy,1088.0
Greenwich Village,918.0
Downtown Brooklyn-DUMBO-Boerum Hill,542.0
Chelsea-Hudson Yards,555.0
Chelsea-Hudson Yards,134.0
West Village,1742.0
East Village,434.0
Midtown South-Flatiron-Union Square,323.0
Chelsea-Hudson Yards,1089.0
Upper West Side-Lincoln Square,1085.0
Chelsea-Hudson Yards,1059.0
SoHo-Little Italy-Hudson Square,351.0
East Village,1830.0
Williamsburg,1459.0
Midtown-Times Square,484.0
West Village,452.0
Greenwich Village,1317.0
Midtown-Times Square,728.0
Chelsea-Hudson Yards,347.0
Brooklyn Heights,697.0
Stuyvesant Town-Peter Cooper Village,1263.0
Greenwich Village,204.0
Greenwich Village,586.0
Hell's Kitchen,1003.0
SoHo-Little Italy-Hudson Square,441.0
Bedford-Stuyvesant (West),648.0
Upper East Side-Lenox Hill-Roosevelt Island,1732.0
Greenwich Village,460.0
West Village,322.0
Brooklyn Heights,1364.0
West Village,841.0
Murray Hill-Kips Bay,355.0
Chinatown-Two Bridges,759.0
Chelsea-Hudson Yards,1277.0
Murray Hill-Kips Bay,530.0
Murray Hill-Kips Bay,664.0
Midtown-Times Square,274.0
Downtown Brooklyn-DUMBO-Boerum Hill,504.0
Financial District-Battery Park City,514.0
Financial District-Battery Park City,1139.0
Bedford-Stuyvesant (West),384.0
Murray Hill-Kips Bay,389.0
Chelsea-Hudson Yards,566.0
Lower East Side,481.0
Central Park,1509.0
Gramercy,1285.0
Greenwich Village,400.0
Murray Hill-Kips Bay,598.0
Financial District-Battery Park City,1301.0
East Midtown-Turtle Bay,486.0
Park Slope,1018.0
Gramercy,1252.0
Greenwich Village,271.0
Midtown-Times Square,201.0
Midtown South-Flatiron-Union Square,537.0
SoHo-Little Italy-Hudson Square,717.0
Midtown-Times Square,1231.0
Greenwich Village,895.0
Chelsea-Hudson Yards,235.0
Chelsea-Hudson Yards,714.0
Financial District-Battery Park City,563.0
Chelsea-Hudson Yards,1227.0
Hell's Kitchen,265.0
Chinatown-Two Bridges,577.0
Greenwich Village,1122.0
Midtown South-Flatiron-Union Square,585.0
Tribeca-Civic Center,1211.0
East Midtown-Turtle Bay,910.0
Midtown South-Flatiron-Union Square,618.0
Financial District-Battery Park City,961.0
Chinatown-Two Bridges,929.0
Hell's Kitchen,869.0
Murray Hill-Kips Bay,862.0
West Village,314.0
Murray Hill-Kips Bay,1097.0
East Village,643.0
Downtown Brooklyn-DUMBO-Boerum Hill,1051.0
Gramercy,474.0
Midtown South-Flatiron-Union Square,1429.0
Financial District-Battery Park City,314.0
West Village,1040.0
Midtown-Times Square,1382.0
Murray Hill-Kips Bay,578.0
Stuyvesant Town-Peter Cooper Village,365.0
Midtown South-Flatiron-Union Square,529.0
Greenwich Village,453.0
Midtown-Times Square,366.0
Hell's Kitchen,464.0
Fort Greene,698.0
East Village,703.0
Tribeca-Civic Center,404.0
Gramercy,360.0
East Midtown-Turtle Bay,440.0
Financial District-Battery Park City,1655.0
Midtown South-Flatiron-Union Square,106.0
Tribeca-Civic Center,595.0
Midtown-Times Square,157.0
Hell's Kitchen,1071.0
Financial District-Battery Park City,1401.0
Financial District-Battery Park City,1992.0
East Village,337.0
Financial District-Battery Park City,1327.0
Downtown Brooklyn-DUMBO-Boerum Hill,786.0
Gramercy,208.0
Tribeca-Civic Center,218.0
East Village,522.0
East Village,545.0
SoHo-Little Italy-Hudson Square,610.0
Chinatown-Two Bridges,1250.0
Greenwich Village,506.0
Murray Hill-Kips Bay,384.0
Midtown-Times Square,1112.0
Financial District-Battery Park City,483.0
Murray Hill-Kips Bay,350.0
Chelsea-Hudson Yards,314.0
Chelsea-Hudson Yards,1953.0
Chelsea-Hudson Yards,485.0
Midtown South-Flatiron-Union Square,334.0
Chelsea-Hudson Yards,488.0
Williamsburg,622.0
Stuyvesant Town-Peter Cooper Village,941.0
Murray Hill-Kips Bay,1374.0
Tribeca-Civic Center,549.0
Chelsea-Hudson Yards,956.0
Greenwich Village,433.0
Chelsea-Hudson Yards,1449.0
Greenwich Village,1304.0
East Midtown-Turtle Bay,344.0
Downtown Brooklyn-DUMBO-Boerum Hill,623.0
East Midtown-Turtle Bay,659.0
East Village,363.0
Murray Hill-Kips Bay,975.0
West Village,198.0
Fort Greene,873.0
East Midtown-Turtle Bay,302.0
Midtown South-Flatiron-Union Square,1503.0
Tribeca-Civic Center,315.0
Gramercy,855.0
Fort Greene,387.0
Gramercy,267.0
Greenwich Village,1560.0
Fort Greene,651.0
Chelsea-Hudson Yards,532.0
Midtown-Times Square,1042.0
Financial District-Battery Park City,339.0
Midtown South-Flatiron-Union Square,795.0
Midtown South-Flatiron-Union Square,375.0
East Village,417.0
Upper West Side-Lincoln Square,571.0
Chelsea-Hudson Yards,417.0
Murray Hill-Kips Bay,809.0
Upper West Side-Lincoln Square,735.0
The Battery-Governors Island-Ellis Island-Liberty Island,1335.0
East Midtown-Turtle Bay,692.0
Williamsburg,229.0
Midtown South-Flatiron-Union Square,319.0
West Village,781.0
Gramercy,410.0
Greenwich Village,136.0
West Village,663.0
Chelsea-Hudson Yards,546.0
Tribeca-Civic Center,330.0
Hell's Kitchen,993.0
Midtown South-Flatiron-Union Square,987.0
East Midtown-Turtle Bay,1375.0
SoHo-Little Italy-Hudson Square,1613.0
Midtown-Times Square,263.0
Brooklyn Heights,977.0
Midtown South-Flatiron-Union Square,535.0
Greenwich Village,811.0
Greenwich Village,730.0
Chinatown-Two Bridges,681.0
Greenwich Village,478.0
Gramercy,794.0
Financial District-Battery Park City,1984.0
Gramercy,362.0
West Village,369.0
Midtown-Times Square,380.0
Midtown-Times Square,1298.0
Lower East Side,556.0
Chelsea-Hudson Yards,933.0
Midtown South-Flatiron-Union Square,400.0
Lower East Side,236.0
SoHo-Little Italy-Hudson Square,335.0
Greenwich Village,307.0
Midtown-Times Square,1160.0
Midtown-Times Square,945.0
Hell's Kitchen,276.0
Murray Hill-Kips Bay,531.0
Gramercy,575.0
Lower East Side,1059.0
Midtown-Times Square,383.0
Midtown South-Flatiron-Union Square,780.0
Chinatown-Two Bridges,568.0
Midtown-Times Square,807.0
Tribeca-Civic Center,251.0
Gramercy,930.0
Lower East Side,897.0
Brooklyn Navy Yard,587.0
Chelsea-Hudson Yards,805.0
Midtown South-Flatiron-Union Square,767.0
Fort Greene,647.0
Chelsea-Hudson Yards,811.0
Lower East Side,183.0
Chelsea-Hudson Yards,286.0
Tribeca-Civic Center,306.0
Midtown South-Flatiron-Union Square,588.0
Chinatown-Two Bridges,410.0
West Village,408.0
Chelsea-Hudson Yards,860.0
Clinton Hill,218.0
Greenwich Village,355.0
Midtown-Times Square,562.0
Hell's Kitchen,311.0
Gramercy,584.0
Chelsea-Hudson Yards,563.0
Murray Hill-Kips Bay,401.0
Midtown South-Flatiron-Union Square,538.0
Midtown South-Flatiron-Union Square,423.0
Midtown-Times Square,333.0
East Village,533.0
Bedford-Stuyvesant (West),390.0
West Village,681.0
Chelsea-Hudson Yards,178.0
Gramercy,198.0
Greenwich Village,644.0
Fort Greene,743.0
Hell's Kitchen,359.0
Brooklyn Heights,613.0
Chelsea-Hudson Yards,399.0
Midtown-Times Square,1271.0
West Village,513.0
Lower East Side,265.0
Lower East Side,1092.0
West Village,1369.0
Murray Hill-Kips Bay,287.0
East Midtown-Turtle Bay,563.0
Upper West Side-Lincoln Square,621.0
Hell's Kitchen,752.0
Financial District-Battery Park City,634.0
Chinatown-Two Bridges,952.0
Gramercy,425.0
Murray Hill-Kips Bay,521.0
East Village,386.0
Lower East Side,855.0
Chinatown-Two Bridges,290.0
Williamsburg,1380.0
East Midtown-Turtle Bay,655.0
Murray Hill-Kips Bay,853.0
Midtown-Times Square,706.0
Murray Hill-Kips Bay,1650.0
Hell's Kitchen,496.0
Midtown South-Flatiron-Union Square,329.0
Chelsea-Hudson Yards,288.0
Midtown South-Flatiron-Union Square,217.0
Chelsea-Hudson Yards,296.0
Clinton Hill,493.0
Lower East Side,1057.0
Chelsea-Hudson Yards,373.0
Upper East Side-Lenox Hill-Roosevelt Island,390.0
Chelsea-Hudson Yards,312.0
Lower East Side,120.0
East Village,270.0
Gramercy,775.0
Upper West Side-Lincoln Square,311.0
West Village,1493.0
Greenwich Village,917.0
Midtown-Times Square,994.0
Lower East Side,1268.0
Chelsea-Hudson Yards,1309.0
Upper West Side-Lincoln Square,767.0
Chelsea-Hudson Yards,155.0
Gramercy,516.0
Chelsea-Hudson Yards,994.0
Greenwich Village,956.0
West Village,834.0
Chelsea-Hudson Yards,565.0
West Village,493.0
West Village,666.0
Gramercy,1817.0
SoHo-Little Italy-Hudson Square,1450.0
Chelsea-Hudson Yards,336.0
Chelsea-Hudson Yards,533.0
Greenwich Village,558.0
Hell's Kitchen,356.0
East Midtown-Turtle Bay,876.0
Brooklyn Navy Yard,764.0
Chelsea-Hudson Yards,463.0
East Village,428.0
West Village,1490.0
Midtown-Times Square,574.0
Murray Hill-Kips Bay,225.0
Midtown-Times Square,875.0
Chelsea-Hudson Yards,1073.0
Midtown South-Flatiron-Union Square,337.0
West Village,544.0
Upper West Side-Lincoln Square,427.0
Murray Hill-Kips Bay,840.0
Chelsea-Hudson Yards,943.0
Murray Hill-Kips Bay,574.0
Tribeca-Civic Center,1098.0
East Midtown-Turtle Bay,962.0
Downtown Brooklyn-DUMBO-Boerum Hill,484.0
Midtown-Times Square,147.0
Bedford-Stuyvesant (West),1338.0
Fort Greene,536.0
Hell's Kitchen,319.0
Financial District-Battery Park City,1466.0
Chinatown-Two Bridges,302.0
Chelsea-Hudson Yards,778.0
Midtown South-Flatiron-Union Square,697.0
Downtown Brooklyn-DUMBO-Boerum Hill,493.0
Midtown South-Flatiron-Union Square,272.0
Chelsea-Hudson Yards,104.0
Bedford-Stuyvesant (West),465.0
Central Park,443.0
West Village,803.0
Chinatown-Two Bridges,107.0
Chelsea-Hudson Yards,274.0
Financial District-Battery Park City,930.0
Downtown Brooklyn-DUMBO-Boerum Hill,810.0
Williamsburg,1409.0
Midtown South-Flatiron-Union Square,673.0
Chinatown-Two Bridges,244.0
Chelsea-Hudson Yards,266.0
West Village,421.0
Lower East Side,1082.0
SoHo-Little Italy-Hudson Square,499.0
Financial District-Battery Park City,772.0
Midtown-Times Square,1147.0
Midtown-Times Square,1328.0
East Village,621.0
West Village,811.0
Lower East Side,863.0
West Village,1026.0
Chelsea-Hudson Yards,636.0
Midtown-Times Square,319.0
Midtown South-Flatiron-Union Square,361.0
SoHo-Little Italy-Hudson Square,388.0
Midtown-Times Square,416.0
The Battery-Governors Island-Ellis Island-Liberty Island,886.0
Chinatown-Two Bridges,857.0
Murray Hill-Kips Bay,485.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2153.0
Midtown-Times Square,173.0
Financial District-Battery Park City,1375.0
Greenwich Village,1164.0
Murray Hill-Kips Bay,350.0
Murray Hill-Kips Bay,284.0
Fort Greene,331.0
East Midtown-Turtle Bay,127.0
East Village,601.0
Greenwich Village,548.0
Gramercy,252.0
Chelsea-Hudson Yards,437.0
Tribeca-Civic Center,459.0
Chelsea-Hudson Yards,1412.0
West Village,2144.0
Greenwich Village,133.0
West Village,234.0
East Village,445.0
Hell's Kitchen,867.0
Midtown South-Flatiron-Union Square,1405.0
East Midtown-Turtle Bay,878.0
West Village,335.0
Greenwich Village,653.0
Gramercy,387.0
Hell's Kitchen,289.0
Greenwich Village,505.0
Hell's Kitchen,243.0
Lower East Side,1319.0
East Midtown-Turtle Bay,1094.0
SoHo-Little Italy-Hudson Square,563.0
Hell's Kitchen,464.0
SoHo-Little Italy-Hudson Square,580.0
SoHo-Little Italy-Hudson Square,1439.0
Stuyvesant Town-Peter Cooper Village,753.0
Chelsea-Hudson Yards,2012.0
Downtown Brooklyn-DUMBO-Boerum Hill,1088.0
Chelsea-Hudson Yards,961.0
Williamsburg,584.0
Midtown-Times Square,744.0
Central Park,209.0
SoHo-Little Italy-Hudson Square,486.0
Chelsea-Hudson Yards,1286.0
East Village,501.0
East Village,651.0
Midtown-Times Square,784.0
Stuyvesant Town-Peter Cooper Village,1095.0
Downtown Brooklyn-DUMBO-Boerum Hill,752.0
Hell's Kitchen,433.0
Williamsburg,1266.0
Midtown-Times Square,607.0
Hell's Kitchen,410.0
Hell's Kitchen,732.0
Midtown South-Flatiron-Union Square,1957.0
Greenwich Village,783.0
Midtown-Times Square,105.0
SoHo-Little Italy-Hudson Square,648.0
Chinatown-Two Bridges,1262.0
East Village,724.0
Chelsea-Hudson Yards,711.0
West Village,306.0
Bedford-Stuyvesant (West),1434.0
Midtown South-Flatiron-Union Square,354.0
SoHo-Little Italy-Hudson Square,1030.0
Fort Greene,246.0
Midtown-Times Square,357.0
West Village,295.0
Greenwich Village,425.0
Chelsea-Hudson Yards,1378.0
Murray Hill-Kips Bay,690.0
Midtown-Times Square,480.0
Midtown South-Flatiron-Union Square,544.0
SoHo-Little Italy-Hudson Square,2095.0
Midtown-Times Square,672.0
Midtown South-Flatiron-Union Square,436.0
Chinatown-Two Bridges,1714.0
West Village,793.0
Midtown-Times Square,520.0
SoHo-Little Italy-Hudson Square,999.0
SoHo-Little Italy-Hudson Square,297.0
East Village,961.0
Downtown Brooklyn-DUMBO-Boerum Hill,571.0
Murray Hill-Kips Bay,912.0
Hell's Kitchen,1200.0
Midtown-Times Square,580.0
Midtown-Times Square,1078.0
Greenwich Village,1036.0
Hell's Kitchen,842.0
Greenwich Village,817.0
Murray Hill-Kips Bay,731.0
Greenwich Village,869.0
East Village,608.0
East Village,424.0
Financial District-Battery Park City,796.0
Hell's Kitchen,346.0
Chelsea-Hudson Yards,406.0
East Village,641.0
Murray Hill-Kips Bay,671.0
Tribeca-Civic Center,1321.0
Chelsea-Hudson Yards,841.0
Murray Hill-Kips Bay,503.0
Greenwich Village,1658.0
Williamsburg,488.0
Midtown-Times Square,285.0
East Village,477.0
Greenwich Village,673.0
Chelsea-Hudson Yards,796.0
Midtown South-Flatiron-Union Square,235.0
Lower East Side,974.0
Midtown-Times Square,885.0
Central Park,741.0
Murray Hill-Kips Bay,588.0
Midtown-Times Square,178.0
Midtown-Times Square,575.0
Midtown-Times Square,344.0
Murray Hill-Kips Bay,369.0
Murray Hill-Kips Bay,383.0
Tribeca-Civic Center,1222.0
Tribeca-Civic Center,328.0
Midtown South-Flatiron-Union Square,724.0
Greenwich Village,579.0
Lower East Side,831.0
Greenwich Village,238.0
SoHo-Little Italy-Hudson Square,292.0
Hell's Kitchen,1302.0
East Village,1266.0
Lower East Side,262.0
Gramercy,531.0
Murray Hill-Kips Bay,584.0
Gramercy,1254.0
Upper West Side-Lincoln Square,2070.0
Chelsea-Hudson Yards,1051.0
Brooklyn Heights,1837.0
East Village,587.0
Murray Hill-Kips Bay,761.0
Greenwich Village,1592.0
Stuyvesant Town-Peter Cooper Village,1157.0
West Village,1120.0
Murray Hill-Kips Bay,706.0
Williamsburg,1691.0
Upper East Side-Lenox Hill-Roosevelt Island,764.0
East Midtown-Turtle Bay,648.0
Midtown South-Flatiron-Union Square,1245.0
Tribeca-Civic Center,1073.0
Chelsea-Hudson Yards,606.0
Greenwich Village,1057.0
East Midtown-Turtle Bay,324.0
Chelsea-Hudson Yards,797.0
Chelsea-Hudson Yards,221.0
East Village,1044.0
Financial District-Battery Park City,381.0
Murray Hill-Kips Bay,584.0
Hell's Kitchen,451.0
Murray Hill-Kips Bay,671.0
Midtown-Times Square,1408.0
Midtown South-Flatiron-Union Square,1090.0
Greenwich Village,1200.0
Chelsea-Hudson Yards,1071.0
Midtown-Times Square,221.0
Midtown-Times Square,834.0
Financial District-Battery Park City,878.0
SoHo-Little Italy-Hudson Square,398.0
Financial District-Battery Park City,410.0
Chelsea-Hudson Yards,1403.0
West Village,586.0
Chelsea-Hudson Yards,565.0
Upper West Side-Lincoln Square,831.0
SoHo-Little Italy-Hudson Square,295.0
Financial District-Battery Park City,1283.0
Tribeca-Civic Center,283.0
Tribeca-Civic Center,610.0
Midtown-Times Square,1065.0
Midtown-Times Square,618.0
Tribeca-Civic Center,677.0
East Midtown-Turtle Bay,1612.0
Chelsea-Hudson Yards,721.0
Tribeca-Civic Center,269.0
Midtown-Times Square,502.0
Financial District-Battery Park City,789.0
Downtown Brooklyn-DUMBO-Boerum Hill,914.0
East Midtown-Turtle Bay,860.0
Hell's Kitchen,463.0
Chelsea-Hudson Yards,584.0
East Village,263.0
Chelsea-Hudson Yards,351.0
Lower East Side,548.0
West Village,606.0
Hell's Kitchen,525.0
Midtown-Times Square,1161.0
Chelsea-Hudson Yards,829.0
Downtown Brooklyn-DUMBO-Boerum Hill,335.0
Chelsea-Hudson Yards,560.0
Downtown Brooklyn-DUMBO-Boerum Hill,913.0
Murray Hill-Kips Bay,1130.0
Financial District-Battery Park City,1073.0
Murray Hill-Kips Bay,250.0
Midtown-Times Square,1474.0
Tribeca-Civic Center,391.0
West Village,226.0
Midtown South-Flatiron-Union Square,1110.0
Downtown Brooklyn-DUMBO-Boerum Hill,1231.0
East Village,621.0
Tribeca-Civic Center,290.0
West Village,375.0
Chelsea-Hudson Yards,622.0
Gramercy,1461.0
Financial District-Battery Park City,1334.0
Chelsea-Hudson Yards,456.0
Murray Hill-Kips Bay,441.0
